reviewId,sentenceId,text,aspect_term,polarity
_982,507937:2,Spreads and toppings are great - though a bit pricey.,Spreads,-1
_983,507937:2,Spreads and toppings are great - though a bit pricey.,toppings,-1
_984,507937:3,Service is fast and friendly.,Service,1
_985,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,-1
_986,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,-1
_987,509227:3,"Rao is a good restaurant, but it's nothing special.",Rao,0
_988,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,1
_989,511290:2,You must try the shrimp appetizers.,shrimp appetizers,1
_990,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,1
_991,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,1
_992,512294:0,"Great food, great prices, great service.",food,1
_993,512294:0,"Great food, great prices, great service.",service,1
_994,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,1
_995,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,1
_996,512925:0,it's a perfect place to have a amanzing indian food.,indian food,1
_997,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,1
_998,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place,1
_999,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",service,1
_1000,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,-1
_1001,513521:0,Great bagels made the old-fashioned way.,bagels,1
_1002,513521:0,Great bagels made the old-fashioned way.,bagels,1
_1003,513521:2,Drawbacks: service is slow and they don't toast!,service,-1
_1004,519425:0,The food was absolutely amazing!!,food,1
_1005,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,baked clams octopus,1
_1006,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",lamb,1
_1007,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",dessert,1
_1008,519425:3,The waiter was attentive.,waiter,1
_1009,519425:4,The place itself is beautiful the bar scene seems to be happening.,place,1
_1010,519425:4,The place itself is beautiful the bar scene seems to be happening.,bar scene,1
_1011,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers,0
_1012,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",waiter,-1
_1013,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",potato stuff kanish,1
_1014,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,-1
_1015,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,1
_1016,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings for main entree,-1
_1017,521916:2,Dessert is a joke...dont bother,Dessert,-1
_1018,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,1
_1019,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",feel,1
_1020,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",portions,1
_1021,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",veal,1
_1022,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,1
_1023,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,1
_1024,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,1
_1025,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,1
_1026,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,1
_1027,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,1
_1028,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,1
_1029,528251:0,Fantastic place.,place,1
_1030,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike,1
_1031,530517:2,"Great food, great decor, great service.",food,1
_1032,530517:2,"Great food, great decor, great service.",decor,1
_1033,530517:2,"Great food, great decor, great service.",service,1
_1034,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,1
_1035,535086:1,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,1
_1036,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot,1
_1037,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery,1
_1038,535171:0,What a great place!,place,1
_1039,535171:1,Not the typical NYC gimmick theme restaurant.,restaurant,1
_1040,535171:2,"A cool bar with great food, and tons of excellent beer.",bar,1
_1041,535171:2,"A cool bar with great food, and tons of excellent beer.",food,1
_1042,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,1
_1043,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,1
_1044,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,1
_1045,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,1
_1046,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona,1
_1047,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,food,1
_1048,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,service,1
_1049,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,1
_1050,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,1
_1051,541532:1,Service was very prompt but slightly rushed.,Service,1
_1052,541532:1,Service was very prompt but slightly rushed.,Service,-1
_1053,541532:2,"Food was very good, but not what I would consider out of this world.",Food,0
_1054,553097:1,Too bad the food wasn't of the same heritage.,food,-1
_1055,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,-1
_1056,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,-1
_1057,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,-1
_1058,555734:0,I really liked this place.,place,1
_1059,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,1
_1060,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,1
_1061,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,1
_1062,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),1
_1063,558423:3,It's definately not a place to go if you want to impress someone.,place,-1
_1064,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,1
_1065,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,0
_1066,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,1
_1067,558423:5,Quick and friendly service.,service,1
_1068,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,1
_1069,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,1
_1070,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,1
_1071,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,1
_1072,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,1
_1073,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",patio,1
_1074,565344:0,I recently tried Suan and I thought that it was great.,Suan,1
_1075,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,1
_1076,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,1
_1077,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,1
_1078,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,1
_1079,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,1
_1080,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,1
_1081,571962:1,Good food.,food,1
_1082,571962:2,Good drink.,drink,1
_1083,578016:0,I have never had cheescake like this.,cheescake,1
_1084,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,1
_1085,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,1
_1086,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,1
_1087,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,food,1
_1088,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,1
_1089,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,1
_1090,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,1
_1091,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,1
_1092,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,-1
_1093,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,-1
_1094,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,-1
_1095,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,-1
_1096,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",food,1
_1097,610611:1,"stick with the chicken, beef, and lamb dishes.",chicken,1
_1098,610611:1,"stick with the chicken, beef, and lamb dishes.",beef,1
_1099,610611:1,"stick with the chicken, beef, and lamb dishes.",lamb dishes,1
_1100,610611:4,"service is friendly, and never had a problem walking in and getting a table.",service,1
_1101,610611:6,skip dessert.,dessert,-1
_1102,611117:0,Best Reuben sandwich ever!,Reuben sandwich,1
_1103,611117:2,Don't miss Bloom's on your next trip to Manhatten.,Bloom's,1
_1104,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place,1
_1105,611117:4,Thanks Bloom's for a lovely trip.,Bloom's,1
_1106,615180:1,"The food was not fresh, the sauces were bland and very oily.",food,-1
_1107,615180:1,"The food was not fresh, the sauces were bland and very oily.",sauces,-1
_1108,620892:2,Pizza was a little soggy.,Pizza,-1
_1109,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli,1
_1110,620892:4,Not enough wines by the glass either.,wines by the glass,-1
_1111,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",Service,1
_1112,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",setting/atmosphere,1
_1113,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,0
_1114,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,-1
_1115,624715:0,This place is a great bargain.,place,1
_1116,624715:1,Authentic Pakistani food.,Pakistani food,1
_1117,624715:2,People are always friendly.,People,1
_1118,624715:3,Don't waste money on decor.,decor,0
_1119,624715:4,"Just straight up cheap, good food.",food,1
_1120,624715:4,"Just straight up cheap, good food.",food,1
_1121,626269:0,Faan is sooo good.,Faan,1
_1122,626269:1,The best pad thai i've ever had.,pad thai,1
_1123,626269:2,The design and atmosphere is just as good.,design,1
_1124,626269:2,The design and atmosphere is just as good.,atmosphere,1
_1125,626269:3,bottles of wine are cheap and good.,bottles of wine,1
_1126,626269:3,bottles of wine are cheap and good.,bottles of wine,1
_1127,630914:0,The food was actually aweful.,food,-1
_1128,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,-1
_1129,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,-1
_1130,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",goat cheese salad,-1
_1131,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",penne w/ chicken,-1
_1132,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,1
_1133,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",service,1
_1134,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",desert,1
_1135,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,1
_1136,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",food,1
_1137,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pastas,1
_1138,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pizza,1
_1139,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,1
_1140,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,1
_1141,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,1
_1142,657129:0,go here for the drinks!,drinks,1
_1143,657129:3,the drinks are amazing and half off till 8pm.,drinks,1
_1144,657129:3,the drinks are amazing and half off till 8pm.,drinks,1
_1145,657129:4,"Ask for Usha, the nicest bartender in manhattan.",Usha,1
_1146,657129:5,My fav was the sassy lassi...,sassy lassi,1
_1147,680345:0,This is an amazing place to try some roti rolls.,roti rolls,1
_1148,680345:1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,1
_1149,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",spices,1
_1150,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",onions,1
_1151,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",eggs,1
_1152,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",roti,1
_1153,680390:0,"Toons has recently been redone, so it's now a very attractive space.",Toons,1
_1154,680390:1,The food's as good as ever.,food,1
_1155,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,1
_1156,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,1
_1157,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,1
_1158,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,1
_1159,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,1
_1160,682391:0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,1
_1161,682391:0,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,1
_1162,682391:1,Beef noodle soup is good as well.,Beef noodle soup,1
_1163,682391:2,The service is good and the resturant is clean.,service,1
_1164,682391:2,The service is good and the resturant is clean.,resturant,1
_1165,682391:3,Best Taiwanese food in NY!,Taiwanese food,1
_1166,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,1
_1167,707917:2,Rao's has the best service and atmosphere in NYC.,service,1
_1168,707917:2,Rao's has the best service and atmosphere in NYC.,atmosphere,1
_1169,709294:0,My roommate and I LOVE this place.,place,1
_1170,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,1
_1171,709294:2,Indoor was very cozy and cute.,Indoor,1
_1172,709294:3,"The portion sizes here are huge, and the sushi is good.",portion,1
_1173,709294:3,"The portion sizes here are huge, and the sushi is good.",sushi,1
_1174,709294:5,Staff is very accomodating.,Staff,1
_1175,713152:0,"Excellent dumplings served amid clean, chic decor.",dumplings,1
_1176,713152:0,"Excellent dumplings served amid clean, chic decor.",decor,1
_1177,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,1
_1178,717570:1,The decor is very simple but comfortable.,decor,1
_1179,717570:2,The food was delicious but do not come here on a empty stomach.,food,1
_1180,717570:2,The food was delicious but do not come here on a empty stomach.,food,-1
_1181,717570:3,The portions are small but being that the food was so good makes up for that.,portions,-1
_1182,717570:3,The portions are small but being that the food was so good makes up for that.,food,1
_1183,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,1
_1184,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,1
_1185,717570:5,The staff there is very attentive and down to earth.,staff,1
_1186,720418:0,Great Indian food and the service is incredible.,Indian food,1
_1187,720418:0,Great Indian food and the service is incredible.,service,1
_1188,720418:1,The owner truly caters to all your needs.,owner,1
_1189,720418:4,Great food and the prices are very reasonable.,food,1
_1190,720620:1,The food here does a great service to the name (Cantonese that is...).,food,1
_1191,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,1
_1192,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,1
_1193,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,1
_1194,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,1
_1195,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,1
_1196,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,1
_1197,720620:6,Service is not what you are coming here for...,Service,-1
_1198,720620:8,Big Wong is a great place to eat and fill your stomach.,Big Wong,1
_1199,735448:1,"whoever the jazz duo was, they were on POINT.",jazz duo,1
_1200,735448:2,"good music, great food, speedy service affordable prices.",music,1
_1201,735448:2,"good music, great food, speedy service affordable prices.",food,1
_1202,735448:2,"good music, great food, speedy service affordable prices.",service,1
_1203,735448:3,even the wine by the glass was good.,wine by the glass,1
_1204,737999:0,Consistently good Japanese Tapas.,Japanese Tapas,1
_1205,737999:2,Always good drinks and service is pretty good;,drinks,1
_1206,737999:2,Always good drinks and service is pretty good;,service,1
_1207,737999:3,Atmosphere is nice and relaxed too...,Atmosphere,1
_1208,737999:4,A great place to meet up for some food and drinks...  ,place,1
_1209,737999:5,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),1
_1210,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,-1
_1211,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,-1
_1212,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,-1
_1213,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,-1
_1214,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,-1
_1215,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,-1
_1216,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,1
_1217,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,1
_1218,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,1
_1219,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,1
_1220,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,1
_1221,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1
_1222,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1
_1223,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,1
_1224,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,-1
_1225,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,-1
_1226,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,-1
_1227,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,-1
_1228,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,-1
_1229,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,-1
_1230,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,-1
_1231,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,-1
_1232,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,-1
_1233,754495:2,The food is okay and the prices here are mediocre.,food,0
_1234,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,food,1
_1235,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,decor,1
_1236,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,1
_1237,757762:1,The only problem is that the manager is a complete incompetent.,manager,-1
_1238,757762:2,He offers subpar service and has no personality.,service,-1
_1239,757762:5,There is no excuse for such lousy service!,service,-1
_1240,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,0
_1241,758263:3,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,1
_1242,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,1
_1243,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",servers,1
_1244,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,1
_1245,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,1
_1246,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,1
_1247,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,1
_1248,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,1
_1249,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,1
_1250,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,1
_1251,872763:1,The food is great.,food,1
_1252,872763:2,Personal pans are the perfect size for those hungry nights.,Personal pans,1
_1253,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,-1
_1254,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,-1
_1255,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,1
_1256,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,1
_1257,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,1
_1258,875139:1,The pizza was pretty good and huge.,pizza,1
_1259,875139:1,The pizza was pretty good and huge.,pizza,1
_1260,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,1
_1261,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,-1
_1262,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,-1
_1263,929329:2,"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,1
_1264,929329:3,"Interesting selection, good wines, service fine, fun decor.",wines,1
_1265,929329:3,"Interesting selection, good wines, service fine, fun decor.",service,1
_1266,929329:3,"Interesting selection, good wines, service fine, fun decor.",decor,1
_1267,929329:3,"Interesting selection, good wines, service fine, fun decor.",selection,1
_1268,935633:3,"I found it on a cold night, the perfect spot to warm up.",spot,1
_1269,935633:4,I recieved prompt service with a smile.,service,1
_1270,955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,place,1
_1271,955711:1,The wine list is extensive and impressive.,wine list,1
_1272,955711:2,LOVE the atmosphere - felt like I was in Paris.,atmosphere,1
_1273,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,1
_1274,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,1
_1275,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,1
_1276,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,1
_1277,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio,1
_1278,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,1
_1279,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden,1
_1280,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Jazz Bar,1
_1281,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Thin Crust Pizzas,1
